hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
461304,2021/04/16,UT,461304,CENTRAL VALLEY MEDICAL CENTER - CAH,48 WEST 1500 NORTH,NEPHI,84648,Critical Access Hospitals,49023,true,29,29,29,9.6,9.1,-999999,-999999,-999999,0,0,29,0,0,0,0,0,0,0,0,0,203,203,203,67,64,-999999,-999999,-999999,0,0,203,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,-999999,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,75,0,POINT (-111.837104 39.730586),[C461304-A],7,7,7,7,0,70,0,344,0,0,false
050636,2020/10/02,CA,050636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,92064,Short Term,06073,true,68,68,46,35.2,35.2,-999999,-999999,-999999,0,0,46,12,12,6.7,6.7,0,0,,,,408,408,276,211,211,4,4,-999999,0,0,276,72,72,40,40,0,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-999999,0,0,0,0,0,0,-999999,0,0,0,462,,POINT (-117.057852 32.996791),[C050636-A],6,6,6,6,,,,,,,false
300014,2021/02/12,NH,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,03867,Short Term,33017,true,85,85,68,34.4,34.3,0,0,0,0,0,68,6,6,4,4,0,0,0,0,0,595,595,476,241,240,0,0,0,0,0,476,42,42,28,28,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-70.961195 43.298189),[C300014-A],7,7,7,7,,,,,,,false
180067,2020/07/31,KY,180067,UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,LEXINGTON,40536,Short Term,21067,true,945,790,790,874.5,826.7,95.8,88.8,27,7,-999999,952,236,162,213.5,122.7,88.8,12.5,,,,5670,4740,4740,5247,4960,575,533,162,42,5,5712,1416,972,1281,736,533,75,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,11,-999999,-999999,-999999,-999999,0,-999999,-999999,0,0,-999999,719,57,-999999,5,6,6,14,12,8,5,0,32,1582,,POINT (-84.507381 38.032448),"[C180151-A, C180067-A]",6,6,6,6,,,,,,,false
061308,2020/11/27,CO,061308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,19021 US HIGHWAY 285,LA JARA,81140,Critical Access Hospitals,08021,false,12,12,12,6,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,84,84,84,42,42,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,56,0,POINT (-105.964351 37.262786),[C061308-A],7,7,7,7,,,,,,,false
131327,2020/08/21,ID,131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,83843,Critical Access Hospitals,16057,true,25,25,25,7.7,7.7,0,0,0,0,0,25,6,6,-999999,-999999,0,0,,,,175,175,175,54,54,0,0,0,0,0,175,42,42,-999999,-999999,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,186,,POINT (-117.001406 46.728705),[C131327-A],7,7,7,7,,,,,,,false
141313,2021/04/23,IL,141313,MASON DISTRICT HOSPITAL,"615 NORTH PROMENADE STREET,P O BOX 530",HAVANA,62644,Critical Access Hospitals,17125,false,30,29,16,-999999,-999999,-999999,-999999,-999999,0,0,17,0,0,0,0,0,0,0,0,0,210,203,112,19,19,7,7,7,0,0,119,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,70,0,POINT (-90.056111 40.305671),[C141313-A],7,7,7,7,0,121,33,121,0,0,false
230259,2021/01/22,MI,230259,ST JOSEPH MERCY CHELSEA,775 S MAIN ST,CHELSEA,48118,Short Term,26161,true,155.4,155.4,87,52.4,52.4,-999999,-999999,-999999,0,0,87,6,6,-999999,-999999,-999999,-999999,0,0,0,1088,1088,609,367,367,23,23,23,0,0,609,42,42,18,18,5,5,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,0,0,0,0,-999999,0,-999999,-999999,0,0,27,6,0,0,0,0,-999999,-999999,-999999,-999999,0,0,285,0,POINT (-84.016571 42.310594),[C230259-A],7,7,7,7,,,,,,,false
490094,2021/05/07,VA,490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,1500 N. 28TH STREET,RICHMOND,23223,Short Term,51760,true,102.1,94,66.7,39.4,39.4,-999999,-999999,-999999,0,0,66.7,0,0,0,0,0,0,0,0,0,715,658,467,276,276,5,5,4,0,0,467,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,-999999,0,0,0,0,0,0,0,0,598,0,POINT (-77.406391 37.540126),[C490094-A],7,7,7,7,0,151,219,202,6,0,false
460015,2021/04/02,UT,460015,LOGAN REGIONAL HOSPITAL,500 EAST 1400 NORTH,LOGAN,84341,Short Term,49005,true,148,125,103,49.1,42.4,-999999,-999999,-999999,0,0,126,37,14,13.3,6.6,-999999,-999999,0,0,0,1036,875,721,344,297,24,24,24,0,0,882,259,98,93,46,8,8,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,0,-999999,0,-999999,0,-999999,-999999,-999999,0,0,14,0,0,0,0,0,0,0,0,0,0,0,478,0,POINT (-111.822695 41.75746),[C460015-A],7,7,7,7,,,,,,,false
452059,2022/02/04,TX,452059,PAM SPECIALTY HOSPITAL OF SAN ANTONIO MEDICAL CEN,8902 FLOYD CURL DR.,SAN ANTONIO,78240,Long Term,48029,true,,,62,52,52,22.7,22.7,22.7,0,0,62,10,10,10,10,10.8,8.8,0,0,,,,372,312,312,136,136,136,0,0,372,60,60,60,60,65,53,0,0,,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,7,0,,,,,,,,7,0,0,0,0,,,,,,,,0,0,0,0,POINT (-98.590712 29.52632),[C452059-A],6,6,6,6,,,,,,,false
251309,2021/05/28,MS,251309,FIELD HEALTH SYSTEM,178 HIGHWAY 24,CENTREVILLE,39631,Critical Access Hospitals,28157,false,16,16,16,12.7,12.7,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,112,112,112,89,89,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,75,0,,[C251309-A],7,7,7,7,0,85,95,95,70,80,false
101300,2020/12/18,FL,101300,ADVENTHEALTH WAUCHULA,735 S 5TH AVE,WAUCHULA,33873,Critical Access Hospitals,12049,true,40,40,25,22.7,22.7,-999999,-999999,0,0,0,35,0,0,0,0,0,0,0,0,0,280,280,175,159,159,10,10,0,0,0,245,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,17,-999999,0,0,0,0,0,0,-999999,-999999,0,0,224,0,POINT (-81.808567 27.540756),[C101300-A],7,7,7,7,,,,,,,false
442010,2021/04/02,TN,442010,BAPTIST MEMORIAL RESTORATIVE CARE HOSPITAL,6019 WALNUT GROVE ROAD 1 WEST,MEMPHIS,38120,Long Term,47157,true,35,35,0,19.4,19.4,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,245,245,0,136,136,0,0,0,0,0,245,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-89.861362 35.130759),[C442010-A],7,7,7,7,0,37,38,33,0,0,false
283301,2020/10/02,NE,283301,CHILDREN'S HOSPITAL & MEDICAL CENTER,8200 DODGE ST,OMAHA,68114,Childrens Hospitals,31055,true,125,125,19,105.5,8,-999999,0,0,-999999,-999999,135.3,52.5,0,47.8,0,0,0,,,,500,500,76,422,32,8,0,0,8,6,541,210,0,191,0,0,0,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,-999999,111,,POINT (-96.042034 41.259682),[C283301-A],3,4,3,4,,,,,,,true
170146,2020/09/18,KS,170146,PROVIDENCE MEDICAL CENTER,8929 PARALLEL PARKWAY,KANSAS CITY,66112,Short Term,20209,true,115.7,115,79.3,53.3,52.6,6.4,6.4,-999999,0,0,80,11.4,10.7,7.9,7.3,-999999,-999999,,,,810,805,555,373,368,45,45,17,0,0,560,80,75,55,51,15,5,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,-999999,0,0,0,-999999,0,0,0,44,15,0,0,0,0,-999999,-999999,5,5,0,0,340,,POINT (-94.786329 39.128582),[C170146-A],7,4,7,4,,,,,,,false
340027,2020/07/31,NC,340027,UNC LENOIR HEALTH CARE,100 AIRPORT RD,KINSTON,28501,Short Term,37107,true,273,261,84.8,233.3,84.8,5.9,5.7,-999999,-999999,0,238,14,14,5,5.2,0,0,,,,1911,1566,509,1633,509,41,40,15,-999999,0,1666,98,84,35,31,0,0,,,,7,6,6,7,6,7,7,7,7,7,7,7,6,7,6,6,6,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,-999999,0,-999999,102,,POINT (-77.581688 35.291233),[C340027-A],7,2,7,2,,,,,,,false
461309,2020/11/06,UT,461309,KANE COUNTY HOSPITAL,355 NORTH MAIN STREET,KANAB,84741,Critical Access Hospitals,49025,false,25,25,25,13.4,13.4,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,175,175,175,94,94,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,49,0,POINT (-112.52859 37.054324),[C461309-A],7,7,7,7,,,,,,,false
340060,2020/12/04,NC,340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,EDEN,27288,Short Term,37157,true,182,58,58,105.6,56,14.6,14.6,10.4,0,0,107,8,8,6.6,6.6,-999999,-999999,0,0,0,1274,406,406,739,392,102,102,73,0,0,749,56,56,46,46,19,14,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,4,-999999,0,-999999,0,0,60,18,0,0,-999999,-999999,-999999,-999999,4,6,0,0,357,0,POINT (-79.738258 36.49353),[C340060-A],7,7,7,7,,,,,,,false
060044,2021/12/17,CO,060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,80701,Short Term,08087,true,37,37,37,7.1,6.1,-999999,-999999,-999999,0,0,37,6,6,-999999,-999999,0,0,0,0,0,259,259,259,50,43,13,13,13,0,0,259,42,42,-999999,-999999,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,0,-999999,0,0,30,0,0,0,0,0,0,0,0,0,0,0,150,0,POINT (-103.796216 40.260213),[C060044-A],7,7,7,7,0,44,-999999,198,-999999,0,false
390196,2020/08/07,PA,390196,HOSPITAL OF THE FOX CHASE CANCER CENTER,333 COTTMAN AVENUE,PHILADELPHIA,19111,Short Term,42101,true,98,98,98,45.2,45.2,0,0,0,0,0,98,8,8,-999999,-999999,0,0,,,,588,588,588,271,271,0,0,0,0,0,588,48,48,23,23,0,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,,POINT (-75.092028 40.066253),[C390196-A],6,6,6,6,,,,,,,false
060129,2020/08/07,CO,060129,UCHEALTH BROOMFIELD HOSPITAL,11820 DESTINATION DR,BROOMFIELD,80021,Short Term,08059,true,40,40,40,20.4,20.4,-999999,-999999,0,0,0,40,0,0,0,0,0,0,,,,280,280,280,143,143,-999999,-999999,0,0,0,280,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,135,,POINT (-105.093206 39.910513),[C060129-A],7,7,7,7,,,,,,,false
450422,2021/06/04,TX,450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,75204,Short Term,48113,true,24,24,24,12,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,168,168,168,84,84,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,107,0,POINT (-96.794757 32.80453),[C450422-A],7,7,7,7,,,,,,,false
041311,2020/11/27,AR,041311,HOWARD MEMORIAL HOSPITAL,130 MEDICAL CIRCLE,NASHVILLE,71852,Critical Access Hospitals,05061,false,26,26,15,6.1,6.1,-999999,-999999,-999999,0,0,15,-999999,-999999,0,0,0,0,0,0,0,182,182,105,43,43,5,5,5,0,0,105,14,14,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,-999999,0,0,12,0,0,0,0,0,0,0,0,0,0,0,186,0,POINT (-93.879955 33.949104),[C041311-A],7,7,7,7,,,,,,,false
190034,2020/09/18,LA,190034,ABBEVILLE GENERAL HOSPITAL,118 N HOSPITAL DR,ABBEVILLE,70510,Short Term,22113,true,40,38,38,16.7,16.7,-999999,-999999,-999999,0,0,40,7,7,-999999,-999999,0,0,,,,280,266,266,117,117,-999999,-999999,-999999,0,0,280,49,49,26,26,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,0,-999999,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,254,,POINT (-92.106986 29.97325),[C190034-A],7,7,7,7,,,,,,,false
201306,2020/09/04,ME,201306,RUMFORD  HOSPITAL,420 FRANKLIN STREET,RUMFORD,04276,Critical Access Hospitals,23017,false,25,25,25,11.3,11.3,0,0,0,0,0,25,-999999,-999999,-999999,-999999,0,0,,,,75,75,75,34,34,0,0,0,0,0,75,-999999,-999999,-999999,-999999,0,0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,76,,POINT (-70.55709 44.551657),[C201306-A],3,3,3,3,,,,,,,false
092002,2021/08/06,DC,092002,BRIDGEPOINT HOSPITAL CAPITOL HILL,223 7TH STREET NE,WASHINGTON,20002,Long Term,11001,true,60,60,60,33.1,33.1,-999999,-999999,-999999,0,0,60,15,15,14.4,14.4,-999999,-999999,0,0,0,420,420,420,232,232,6,6,6,0,0,420,105,105,101,101,-999999,-999999,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-76.996175 38.893073),"[C092002-B, C092002-A]",7,7,7,7,-999999,83,320,301,9,9,false
450083,2021/10/01,TX,450083,UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,1000 SOUTH BECKHAM AVE,TYLER,75701,Short Term,48423,true,478.7,473,431.7,330.7,325.6,59.9,59.9,55.3,0,0,437.4,81.1,81.1,77.4,77.4,19.6,19.6,-999999,0,0,3351,3311,3022,2315,2279,419,419,387,0,0,3062,568,568,542,542,137,137,12,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,34,0,0,0,-999999,4,7,16,5,0,0,76,30,0,0,0,0,0,0,0,0,30,0,681,0,POINT (-95.291908 32.33832),[C450083-A],7,7,7,7,,,,,,,false
171367,2020/11/06,KS,171367,GOVE COUNTY MEDICAL CENTER,520 WEST 5TH STREET,QUINTER,67752,Critical Access Hospitals,20063,false,21,21,21,-999999,-999999,-999999,-999999,-999999,0,0,21,0,0,0,0,0,0,0,0,-999999,147,147,147,19,19,7,7,7,0,0,147,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,-999999,0,0,-999999,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,7,0,POINT (-100.241311 39.067161),[C171367-A],7,7,7,7,,,,,,,false
190241,2020/10/09,LA,190241,PHYSICIANS MEDICAL CENTER,218 CORPORATE DRIVE,HOUMA,70360,Short Term,22109,true,28,28,28,-999999,-999999,0,0,0,0,0,28,-999999,-999999,0,0,0,0,,,,196,196,196,16,16,0,0,0,0,0,196,14,14,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-90.750169 29.599977),[C190241-A],7,7,7,7,,,,,,,false
300012,2021/09/17,NH,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,03103,Short Term,33011,true,308,268,268,265.6,224.1,16.6,16.6,16.6,0,0,308,44,16,13.1,13.1,4.6,4.6,0,0,0,2156,1876,1876,1859,1569,116,116,116,0,0,2156,308,112,92,92,32,32,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,23,0,-999999,6,4,4,-999999,-999999,-999999,0,0,207,0,0,0,0,0,0,0,0,0,0,0,1020,0,POINT (-71.437231 42.98386),[C300012-A],7,7,7,7,0,3579,2935,2882,0,0,false
060100,2021/10/22,CO,060100,"MEDICAL CENTER OF AURORA, THE",1501 S POTOMAC ST,AURORA,80012,Short Term,08005,true,494,480,412,277.1,259.6,43.3,43.3,43,0,0,426,52,38,32.1,31.6,16.7,16.7,0,0,0,3458,3360,2884,1940,1817,303,303,301,0,0,2982,364,266,225,221,117,117,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,24,0,-999999,-999999,-999999,6,6,6,-999999,0,0,128,-999999,0,0,-999999,0,0,0,0,0,0,0,1580,0,POINT (-104.83115 39.689346),[C060100-A],7,7,7,7,,,,,,,false
200019,2021/10/08,ME,200019,SOUTHERN MAINE HEALTH CARE,1 MEDICAL CENTER DRIVE,BIDDEFORD,04005,Short Term,23031,true,232,222,178,124.7,121.9,15.1,15.1,14.4,0,0,188,10,10,8.4,8.4,-999999,-999999,,,,1624,1554,1246,873,853,106,106,101,0,0,1316,70,70,59,59,25,22,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,-999999,-999999,0,0,0,115,19,0,0,0,-999999,-999999,5,8,-999999,0,0,946,,POINT (-70.492174 43.478436),[C200019-A],7,7,7,7,13,44,18,1781,92,67,false
100018,2020/10/02,FL,100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,34102,Short Term,12021,true,859,568.3,568.3,408.6,368,19.4,18.6,18.6,-999999,-999999,788,47,47,22,22,-999999,-999999,,,,6013,3978,3978,2860,2576,136,130,130,6,6,5516,329,329,154,154,11,11,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,18,0,-999999,-999999,0,5,0,7,5,0,-999999,443,4,0,0,0,0,-999999,-999999,0,-999999,0,0,1211,,POINT (-81.799488 26.150806),"[C100018-B, C100018-A]",7,7,7,7,,,,,,,false
291300,2020/09/11,NV,291300,MOUNT GRANT GENERAL HOSPITAL,200 SOUTH A ST,HAWTHORNE,89415,Critical Access Hospitals,32021,false,11,11,11,5.9,5.9,0,0,0,0,0,11,0,0,0,0,0,0,,,,77,77,77,41,41,0,0,0,0,0,77,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,,POINT (-118.628454 38.517236),[C291300-A],7,7,7,7,,,,,,,false
011302,2020/08/14,AL,011302,RED BAY HOSPITAL,211 HOSPITAL ROAD,RED BAY,35582,Critical Access Hospitals,01059,false,24.7,24.7,22,6.6,6.6,-999999,-999999,-999999,0,0,22,0,0,0,0,0,0,,,,173,173,154,46,46,21,21,6,0,0,154,0,0,0,0,0,0,,,,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,6,6,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,-999999,0,0,0,0,0,0,-999999,0,0,0,0,50,,POINT (-88.147418 34.457454),[C011302-A],1,5,1,5,,,,,,,false
451347,2021/01/22,TX,451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,COLEMAN,76834,Critical Access Hospitals,48083,false,25.6,24.4,18.7,8.9,8.6,-999999,-999999,-999999,0,0,20.3,0,0,0,0,0,0,0,0,0,179,171,131,62,60,25,25,18,0,0,142,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,-999999,0,0,0,0,0,0,-999999,0,-999999,0,10,-999999,0,0,0,0,0,0,-999999,0,0,0,50,0,POINT (-99.425238 31.828626),"[C451347-A, C451347-B]",7,7,7,7,,,,,,,false
170020,2021/11/19,KS,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,1701 E 23RD AVENUE,HUTCHINSON,67502,Short Term,20155,true,77.1,72.1,72.1,69.3,69.3,10.6,10.6,10.6,0,0,77.1,8.6,8.6,7.1,7.1,-999999,-999999,0,0,0,540,505,505,485,485,74,74,74,0,0,540,60,60,50,50,20,20,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,502,0,POINT (-97.892038 38.079488),[C170020-A],7,7,7,7,0,595,0,978,0,0,false
